route_id,service_id,trip_id,trip_headsign,direction_id,direction_name,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,trip_headsign_short
854,6507827-1111100-27,12196301,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,65078-1111100-0,12196269,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6507827-1111100-27,12196303,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6507827-1111100-27,12196305,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,65078-1111100-0,12196271,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6507827-1111100-27,12196307,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6507827-1111100-27,12196309,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,65078-1111100-0,12196273,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6507827-1111100-27,12196311,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6507827-1111100-27,12196313,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,65078-1111100-0,12196275,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6507827-1111100-27,12196315,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6507827-1111100-27,12196317,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,65078-1111100-0,12196277,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
